window,store_name,pilot,segment,units
post,Trimurti Chowk Nashik,0,NGA,381
post,Trimurti Chowk Nashik,0,Other,1219
post,Ulhas Nagar - Shahad,0,Ethical,1932
post,Ulhas Nagar - Shahad,0,GA,3313
post,Ulhas Nagar - Shahad,0,NGA,1084
post,Ulhas Nagar - Shahad,0,Other,2873
post,Ulhas Nagar - Shreeram Chowk,0,Ethical,1068
post,Ulhas Nagar - Shreeram Chowk,0,GA,2954
post,Ulhas Nagar - Shreeram Chowk,0,NGA,470
post,Ulhas Nagar - Shreeram Chowk,0,Other,2368
post,Ulhasnagar,0,Ethical,4191
post,Ulhasnagar,0,GA,8755
post,Ulhasnagar,0,NGA,2345
post,Ulhasnagar,0,Other,3126
post,Ulhasnagar - Humlog Circle,0,Ethical,3293
post,Ulhasnagar - Humlog Circle,0,GA,3877
post,Ulhasnagar - Humlog Circle,0,NGA,1282
post,Ulhasnagar - Humlog Circle,0,Other,3645
post,Ulhasnagar - Khemani Chowk,0,Ethical,1548
post,Ulhasnagar - Khemani Chowk,0,GA,3469
post,Ulhasnagar - Khemani Chowk,0,NGA,1050
post,Ulhasnagar - Khemani Chowk,0,Other,2292
post,Ulhasnagar Sector 4,0,Ethical,4338
post,Ulhasnagar Sector 4,0,GA,5439
post,Ulhasnagar Sector 4,0,NGA,1354
post,Ulhasnagar Sector 4,0,Other,1935
post,Ulwe-Navi Mumbai,0,Ethical,3405
post,Ulwe-Navi Mumbai,0,GA,8732
post,Ulwe-Navi Mumbai,0,NGA,2056
post,Ulwe-Navi Mumbai,0,Other,2453
post,Vakola,0,Ethical,4245
post,Vakola,0,GA,6249
post,Vakola,0,NGA,1635
post,Vakola,0,Other,2183
post,Vasai West - Station Road,0,Ethical,3992
post,Vasai West - Station Road,0,GA,5240
post,Vasai West - Station Road,0,NGA,1262
post,Vasai West - Station Road,0,Other,3738
post,Vashi,0,Ethical,7945
post,Vashi,0,GA,14416
post,Vashi,0,NGA,3688
post,Vashi,0,Other,6550
post,Vashi Sector 11,0,Ethical,4149
post,Vashi Sector 11,0,GA,7390
post,Vashi Sector 11,0,NGA,1911
post,Vashi Sector 11,0,Other,2395
post,Veenanagar,0,Ethical,3285
post,Veenanagar,0,GA,8130
post,Veenanagar,0,NGA,1529
post,Veenanagar,0,Other,2646
post,Versova - Yari Road,0,Ethical,2065
post,Versova - Yari Road,0,GA,5776
post,Versova - Yari Road,0,NGA,1132
post,Versova - Yari Road,0,Other,3216
post,Versova Andheri,0,Ethical,7979
post,Versova Andheri,0,GA,10765
post,Versova Andheri,0,NGA,3920
post,Versova Andheri,0,Other,4572
post,Vijay Nagari - Thane,0,Ethical,7360
post,Vijay Nagari - Thane,0,GA,10642
post,Vijay Nagari - Thane,0,NGA,3046
post,Vijay Nagari - Thane,0,Other,3423
post,Vikhroli,0,Ethical,10852
post,Vikhroli,0,GA,16954
post,Vikhroli,0,NGA,3477
post,Vikhroli,0,Other,5725
post,Vikhroli Kannamwar,0,Ethical,5357
post,Vikhroli Kannamwar,0,GA,7108
post,Vikhroli Kannamwar,0,NGA,1692
post,Vikhroli Kannamwar,0,Other,3974
post,Vile Parle,0,Ethical,2739
post,Vile Parle,0,GA,4807
post,Vile Parle,0,NGA,1295
post,Vile Parle,0,Other,2286
post,Virar East,0,Ethical,4546
post,Virar East,0,GA,7120
post,Virar East,0,NGA,1418
post,Virar East,0,Other,2449
post,Virar West,0,Ethical,4819
post,Virar West,0,GA,5158
post,Virar West,0,NGA,1348
post,Virar West,0,Other,2438
post,Wadgaon Budruk Pune,0,Ethical,3001
post,Wadgaon Budruk Pune,0,GA,3483
post,Wadgaon Budruk Pune,0,NGA,640
post,Wadgaon Budruk Pune,0,Other,1176
post,Wadgaon Sheri,0,Ethical,3205
post,Wadgaon Sheri,0,GA,4637
post,Wadgaon Sheri,0,NGA,895
post,Wadgaon Sheri,0,Other,2310
post,Wadgaon Sheri-Old Mundhwa Rd,0,Ethical,2620
post,Wadgaon Sheri-Old Mundhwa Rd,0,GA,2627
post,Wadgaon Sheri-Old Mundhwa Rd,0,NGA,597
post,Wadgaon Sheri-Old Mundhwa Rd,0,Other,2037
post,Wanawadi Pune,0,Ethical,1523
post,Wanawadi Pune,0,GA,4552
post,Wanawadi Pune,0,NGA,737
post,Wanawadi Pune,0,Other,1278
post,Warje Pune,0,Ethical,1997
post,Warje Pune,0,GA,2835
post,Warje Pune,0,NGA,544
post,Warje Pune,0,Other,1681
post,Wayale Nagar,0,Ethical,3166
post,Wayale Nagar,0,GA,5480
post,Wayale Nagar,0,NGA,1194
post,Wayale Nagar,0,Other,2133
post,Yashodhan,0,Ethical,9699
post,Yashodhan,0,GA,16596
post,Yashodhan,0,NGA,3570
post,Yashodhan,0,Other,4009
post,Yogi Nagar,0,Ethical,2875
post,Yogi Nagar,0,GA,5952
post,Yogi Nagar,0,NGA,1657
post,Yogi Nagar,0,Other,1847
post,Yogidham Kalyan,0,Ethical,2192
post,Yogidham Kalyan,0,GA,2964
post,Yogidham Kalyan,0,NGA,765
post,Yogidham Kalyan,0,Other,1773
